Colombia,447.2358093,495.2969971,517.1584473,522.5492554,477.2748108,447.2358093,495.2969971,517.1584473,522.5492554,477.2748108
Comoros,63.14864731,74.52148438,74.43584442,77.80075073,80.82440186,63.14864731,74.52148438,74.43584442,77.80075073,80.82440186
Cabo Verde,144.3252258,165.0376282,178.5514832,173.9808044,176.0241699,144.3252258,165.0376282,178.5514832,173.9808044,176.0241699
Costa Rica,870.7384033,853.7504883,902.2211914,914.8847046,953.0825806,870.7384033,853.7504883,902.2211914,914.8847046,953.0825806
Caribbean small states,570.2541455,612.0698424,622.5441313,644.2497077,622.5470345,570.2541455,612.0698424,622.5441313,644.2497077,622.5470345
Cuba,984.2486572,980.0921631,973.1374512,1013.101379,1186.161377,984.2486572,980.0921631,973.1374512,1013.101379,1186.161377
Curacao,,,,,,,,,,
Cayman Islands,,,,,,,,,,
Cyprus,1649.412476,1773.411621,2020.733398,2043.678589,2245.36084,1649.412476,1773.411621,2020.733398,2043.678589,2245.36084
Czechia,1321.620239,1525.3479,1753.199097,1803.052734,2119.848633,1321.620239,1525.3479,1753.199097,1803.052734,2119.848633
Germany,4742.963867,5064.843262,5503.99707,5478.102539,5930.332031,4742.963867,5064.843262,5503.99707,5478.102539,5930.332031
Djibouti,69.79541779,65.55883026,64.47797394,62.30675125,62.80937195,69.79541779,65.55883026,64.47797394,62.30675125,62.80937195
Dominica,421.3217773,404.6090393,484.5222168,442.5115967,426.6643677,421.3217773,404.6090393,484.5222168,442.5115967,426.6643677
Denmark,5624.329102,5834.020508,6232.72168,6058.830078,6438.393066,5624.329102,5834.020508,6232.72168,6058.830078,6438.393066
Dominican Republic,329.1087952,337.6092529,327.9010925,346.5079041,354.0953369,329.1087952,337.6092529,327.9010925,346.5079041,354.0953369
Algeria,262.1321716,259.6488648,257.8498535,250.5607758,214.8517914,262.1321716,259.6488648,257.8498535,250.5607758,214.8517914
East Asia & Pacific (excluding high income),313.4786275,343.8129091,390.136699,416.6600797,448.6350093,313.4786275,343.8129091,390.136699,416.6600797,448.6350093
Early-demographic dividend,163.21733,170.5900303,165.5579578,155.0690974,157.4438399,163.21733,170.5900303,165.5579578,155.0690974,157.4438399
East Asia & Pacific,639.2409936,672.1007729,727.8658362,755.0758317,790.3246219,639.2409936,672.1007729,727.8658362,755.0758317,790.3246219
Europe & Central Asia (excluding high income),360.1745487,402.9148163,410.7455113,436.5442981,491.222375,360.1745487,402.9148163,410.7455113,436.5442981,491.222375
Europe & Central Asia,2094.889335,2190.691313,2345.82831,2336.702276,2529.86803,2094.889335,2190.691313,2345.82831,2336.702276,2529.86803
Ecuador,442.5538025,464.0197144,497.168396,487.3314514,478.5300293,442.5538025,464.0197144,497.168396,487.3314514,478.5300293
"Egypt, Arab Rep.",145.2776947,107.9884796,120.223259,145.3107605,150.9065552,145.2776947,107.9884796,120.223259,145.3107605,150.9065552
Euro area,3599.773474,3785.615333,4080.687107,4019.358509,4295.768614,3599.773474,3785.615333,4080.687107,4019.358509,4295.768614
Eritrea,22.72893143,20.89326668,24.03133392,25.25788498,23.98132896,22.72893143,20.89326668,24.03133392,25.25788498,23.98132896
Spain,2376.622803,2524.696777,2741.397949,2712.509033,2900.645264,2376.622803,2524.696777,2741.397949,2712.509033,2900.645264
Estonia,1226.085938,1350.126465,1553.433594,1598.837524,1787.866577,1226.085938,1350.126465,1553.433594,1598.837524,1787.866577
Ethiopia,24.67317772,24.51061249,23.84538269,26.22917175,28.69671059,24.67317772,24.51061249,23.84538269,26.22917175,28.69671059
European Union,3108.914204,3279.867188,3538.806111,3489.785364,3734.491392,3108.914204,3279.867188,3538.806111,3489.785364,3734.491392
Fragile and conflict affected situations,78.71891019,79.9082192,73.14916079,72.85137167,75.63686846,78.71891019,79.9082192,73.14916079,72.85137167,75.63686846
Finland,4108.926758,4235.952148,4521.502441,4460.109375,4726.141602,4108.926758,4235.952148,4521.502441,4460.109375,4726.141602
Fiji,176.0686188,185.6439209,215.8404083,228.3589478,186.3637695,176.0686188,185.6439209,215.8404083,228.3589478,186.3637695
France,4262.223633,4411.711426,4668.880859,4508.341309,4768.727051,4262.223633,4411.711426,4668.880859,4508.341309,4768.727051
Faroe Islands,,,,,,,,,,
"Micronesia, Fed. Sts.",396.6298218,405.3284607,422.4463806,420.5794983,424.8387451,396.6298218,405.3284607,422.4463806,420.5794983,424.8387451
Gabon,208.9052429,193.9759216,211.2257233,208.2883453,228.9761353,208.9052429,193.9759216,211.2257233,208.2883453,228.9761353
United Kingdom,4037.808105,3930.33667,4227.650391,4265.201172,4926.631348,4037.808105,3930.33667,4227.650391,4265.201172,4926.631348
Georgia,321.0837097,303.9432373,331.866333,308.5666504,320.0052185,321.0837097,303.9432373,331.866333,308.5666504,320.0052185
Ghana,64.43041229,65.5715332,74.12649536,73.52350616,84.97839355,64.43041229,65.5715332,74.12649536,73.52350616,84.97839355
Gibraltar,,,,,,,,,,
Guinea,38.88357544,33.02272034,35.30638123,42.68258286,46.84191895,38.88357544,33.02272034,35.30638123,42.68258286,46.84191895
"Gambia, The",20.47114944,21.2003746,22.84936142,22.83255005,18.58098984,20.47114944,21.2003746,22.84936142,22.83255005,18.58098984
Guinea-Bissau,56.52604294,54.74217224,59.61203003,61.00823593,61.43194199,56.52604294,54.74217224,59.61203003,61.00823593,61.43194199
Equatorial Guinea,252.6707459,248.9276123,270.5648499,222.7387085,236.6204529,252.6707459,248.9276123,270.5648499,222.7387085,236.6204529
Greece,1513.259033,1509.784546,1603.077881,1569.029053,1675.117065,1513.259033,1509.784546,1603.077881,1569.029053,1675.117065
Grenada,392.7798157,433.4851379,438.918396,487.6029053,491.0820618,392.7798157,433.4851379,438.918396,487.6029053,491.0820618
Greenland,,,,,,,,,,
Guatemala,246.1173096,265.1839905,265.747345,278.5489807,289.1265564,246.1173096,265.1839905,265.747345,278.5489807,289.1265564
Guam,,,,,,,,,,
Guyana,237.3030548,268.69104,298.9507446,319.3625794,378.0621643,237.3030548,268.69104,298.9507446,319.3625794,378.0621643
High income,5041.729559,5216.930083,5475.994617,5700.775756,6176.456563,5041.729559,5216.930083,5475.994617,5700.775756,6176.456563
"Hong Kong SAR, China",,,,,,,,,,
Honduras,176.9731598,168.3921814,177.6466675,184.0391846,212.6973114,176.9731598,168.3921814,177.6466675,184.0391846,212.6973114
Heavily indebted poor countries (HIPC),46.19874437,45.41487895,45.44466315,45.57557116,47.62902245,46.19874437,45.41487895,45.44466315,45.57557116,47.62902245
Croatia,840.9012145,902.6252461,1024.624189,1040.085693,1094.532837,840.9012145,902.6252461,1024.624189,1040.085693,1094.532837
Haiti,59.83052063,53.57900788,62.0178251,49.08564227,44.1798359,59.83052063,53.57900788,62.0178251,49.08564227,44.1798359
Hungary,914.1933594,984.40802,1079.839355,1053.723633,1163.246826,914.1933594,984.40802,1079.839355,1053.723633,1163.246826
IBRD only,294.4336491,324.635982,340.533354,352.9285848,362.3392273,294.4336491,324.635982,340.533354,352.9285848,362.3392273
IDA & IBRD total,235.1364999,256.6121098,267.7173384,276.2468102,282.9756068,235.1364999,256.6121098,267.7173384,276.2468102,282.9756068
IDA total,53.45324657,52.26221032,51.88043197,52.26008578,54.66751557,53.45324657,52.26221032,51.88043197,52.26008578,54.66751557
IDA blend,64.26542752,61.52414061,59.42349079,59.58736412,61.36910191,64.26542752,61.52414061,59.42349079,59.58736412,61.36910191
Indonesia,107.5287094,111.5139618,111.9118729,120.5895844,132.9633331,107.5287094,111.5139618,111.9118729,120.5895844,132.9633331
IDA only,47.6319836,47.34772759,47.88882032,48.39219906,51.13779604,47.6319836,47.34772759,47.88882032,48.39219906,51.13779604
Isle of Man,,,,,,,,,,
India,59.96335602,56.89699936,57.70291901,60.66871643,56.62868881,59.96335602,56.89699936,57.70291901,60.66871643,56.62868881
Not classified,,,,,,,,,,
Ireland,4709.168457,5010.256348,5484.221191,5430.99707,6092.176758,4709.168457,5010.256348,5484.221191,5430.99707,6092.176758
Iran,437.6725159,462.2135925,462.6940308,450.5970154,573.40448,437.6725159,462.2135925,462.6940308,450.5970154,573.40448
Iraq,142.0034638,203.1660919,226.6874542,239.5789185,202.3096771,142.0034638,203.1660919,226.6874542,239.5789185,202.3096771
Iceland,5015.73291,5944.97168,6233.915527,5865.231445,5636.935059,5015.73291,5944.97168,6233.915527,5865.231445,5636.935059
Israel,2801.224854,3093.885742,3219.688965,3454.468018,3867.404541,2801.224854,3093.885742,3219.688965,3454.468018,3867.404541
Italy,2699.73291,2809.721436,3002.76123,2910.62793,3057.04248,2699.73291,2809.721436,3002.76123,2910.62793,3057.04248
Jamaica,286.3452148,324.2245178,333.8786926,343.0619202,325.7205505,286.3452148,324.2245178,333.8786926,343.0619202,325.7205505
Jordan,286.503479,323.5533752,322.124176,314.8845215,298.6446228,286.503479,323.5533752,322.124176,314.8845215,298.6446228
Japan,4199.713379,4148.374512,4287.996094,4378.774902,4388.095703,4199.713379,4148.374512,4287.996094,4378.774902,4388.095703
Kazakhstan,259.8743591,278.0074463,272.6035461,270.0130615,341.5420837,259.8743591,278.0074463,272.6035461,270.0130615,341.5420837
Kenya,74.26567078,66.80448151,75.6592865,86.06783295,83.39618683,74.26567078,66.80448151,75.6592865,86.06783295,83.39618683
Kyrgyz Republic,72.59329224,77.84234619,66.58773804,63.05092621,63.69342041,72.59329224,77.84234619,66.58773804,63.05092621,63.69342041
Cambodia,78.35865784,80.16951752,94.20539856,115.2595367,115.7646408,78.35865784,80.16951752,94.20539856,115.2595367,115.7646408
Kiribati,126.6449661,166.0411682,191.5933075,163.1038818,166.6177216,126.6449661,166.0411682,191.5933075,163.1038818,166.6177216
St. Kitts and Nevis,1144.535645,1167.661011,1103.173706,1204.340942,1104.942139,1144.535645,1167.661011,1103.173706,1204.340942,1104.942139
"Korea, Rep.",2020.908203,2239.320313,2518.730225,2595.223389,2642.414307,2020.908203,2239.320313,2518.730225,2595.223389,2642.414307
Kuwait,1278.632446,1361.482788,1660.98645,1643.569702,1532.560181,1278.632446,1361.482788,1660.98645,1643.569702,1532.560181
Latin America & Caribbean (excluding high income),615.3225051,706.9434275,657.0681656,646.0957124,582.3769259,615.3225051,706.9434275,657.0681656,646.0957124,582.3769259
Lao PDR,54.51382828,61.60005188,57.35622025,67.81835938,68.29194641,54.51382828,61.60005188,57.35622025,67.81835938,68.29194641
Lebanon,647.5651856,677.3743897,745.1454468,731.6715698,994.4899902,647.5651856,677.3743897,745.1454468,731.6715698,994.4899902
Liberia,68.2051239,68.9161911,65.74718475,52.09077454,56.70612335,68.2051239,68.9161911,65.74718475,52.09077454,56.70612335
Libya,,,,,,,,,,
St. Lucia,519.4332275,525.5674439,513.0047607,514.1644287,607.7525024,519.4332275,525.5674439,513.0047607,514.1644287,607.7525024
Latin America & Caribbean,628.4694242,719.0055857,668.4810918,655.1440075,594.3923457,628.4694242,719.0055857,668.4810918,655.1440075,594.3923457
Least developed countries: UN classification,42.62082193,42.96313762,42.11120157,42.52096367,43.76539895,42.62082193,42.96313762,42.11120157,42.52096367,43.76539895
Low income,36.64078876,34.67171613,32.47183149,32.81346669,34.04645997,36.64078876,34.67171613,32.47183149,32.81346669,34.04645997
Liechtenstein,,,,,,,,,,
Sri Lanka,148.6165161,146.1681366,159.4646759,142.0511627,151.0559998,148.6165161,146.1681366,159.4646759,142.0511627,151.0559998
Lower middle income,87.21915257,86.39270963,88.69684683,91.51466044,95.19542043,87.21915257,86.39270963,88.69684683,91.51466044,95.19542043
Low & middle income,226.8648251,247.1945419,258.2312236,267.0701235,274.2983469,226.8648251,247.1945419,258.2312236,267.0701235,274.2983469
Lesotho,85.99642944,108.0433655,122.0283814,120.5479584,107.0990677,85.99642944,108.0433655,122.0283814,120.5479584,107.0990677
Late-demographic dividend,452.0477771,508.0408421,553.1696825,578.7520218,602.4998768,452.0477771,508.0408421,553.1696825,578.7520218,602.4998768
Lithuania,988.5279541,1083.303345,1249.031006,1369.979492,1522.168457,988.5279541,1083.303345,1249.031006,1369.979492,1522.168457
Luxembourg,5475.139648,5713.118652,6227.083984,6221.73877,6757,5475.139648,5713.118652,6227.083984,6221.73877,6757
Latvia,874.7977295,932.5015869,1101.492554,1183.115112,1313.354126,874.7977295,932.5015869,1101.492554,1183.115112,1313.354126
"Macao SAR, China",,,,,,,,,,
St. Martin (French part),,,,,,,,,,
Morocco,161.8278351,166.4662323,175.2760315,177.2479401,187.404007,161.8278351,166.4662323,175.2760315,177.2479401,187.404007
Monaco,2839.88916,2851.966797,3101.354248,3055.439209,3085.443604,2839.88916,2851.966797,3101.354248,3055.439209,3085.443604
Moldova,171.1847687,243.9454041,276.4714356,284.306366,306.6489258,171.1847687,243.9454041,276.4714356,284.306366,306.6489258
Madagascar,24.4247551,24.39103127,21.88955688,19.35046577,17.94573784,24.4247551,24.39103127,21.88955688,19.35046577,17.94573784
Maldives,993.4720459,932.7640991,804.873169,851.5093994,825.5690308,993.4720459,932.7640991,804.873169,851.5093994,825.5690308
Middle East & North Africa,453.1937761,472.7407074,492.9152086,428.5323938,470.573956,453.1937761,472.7407074,492.9152086,428.5323938,470.573956
Mexico,492.8740234,514.8897095,530.6478882,552.7042236,538.574585,492.8740234,514.8897095,530.6478882,552.7042236,538.574585
Marshall Islands,654.5699463,646.2920532,736.7741699,782.2356567,731.0975952,654.5699463,646.2920532,736.7741699,782.2356567,731.0975952
Middle income,243.7087412,266.767494,279.3961378,289.4535269,297.7024639,243.7087412,266.767494,279.3961378,289.4535269,297.7024639
North Macedonia,322.9204102,344.9233093,387.4651794,421.38974,452.9664002,322.9204102,344.9233093,387.4651794,421.38974,452.9664002
Mali,28.3053112,29.23488998,31.96352005,32.61206436,35.45159149,28.3053112,29.23488998,31.96352005,32.61206436,35.45159149
Malta,2321.15332,2551.716064,2753.510986,2943.631348,3135.405311,2321.15332,2551.716064,2753.510986,2943.631348,3135.405311
Myanmar,59.22293091,59.07003021,60.37779236,61.15328217,72.11206124,59.22293091,59.07003021,60.37779236,61.15328217,72.11206124
Middle East & North Africa (excluding high income),252.8261467,255.6590899,263.3488393,266.9662776,295.8592812,252.8261467,255.6590899,263.3488393,266.9662776,295.8592812
Montenegro,596.2756348,611.5344238,727.2581177,732.3495483,866.168335,596.2756348,611.5344238,727.2581177,732.3495483,866.168335
Mongolia,157.3630219,146.2377319,158.2506104,182.8653565,199.8163147,157.3630219,146.2377319,158.2506104,182.8653565,199.8163147
Northern Mariana Islands,,,,,,,,,,
Mozambique,31.38208961,36.26086807,40.8117218,40.41281128,34.28385544,31.38208961,36.26086807,40.8117218,40.41281128,34.28385544
Mauritania,48.89683914,54.19649887,59.15095139,60.2051506,59.04924774,48.89683914,54.19649887,59.15095139,60.2051506,59.04924774
Mauritius,539.5122681,594.9829712,642.329834,671.8604736,560.4064331,539.5122681,594.9829712,642.329834,671.8604736,560.4064331
Malawi,34.32816696,37.93450165,36.9756279,30.01859474,32.9824791,34.32816696,37.93450165,36.9756279,30.01859474,32.9824791
Malaysia,353.6402893,370.7184448,416.3200073,427.4628601,418.6626587,353.6402893,370.7184448,416.3200073,427.4628601,418.6626587
North America,9099.467761,9398.644031,9751.665956,10087.93302,11076.73761,9099.467761,9398.644031,9751.665956,10087.93302,11076.73761
Namibia,430.2160645,475.5820313,472.9901428,431.8178101,379.5402832,430.2160645,475.5820313,472.9901428,431.8178101,379.5402832
New Caledonia,,,,,,,,,,
Niger,22.42886543,28.69141388,30.08619118,31.21994209,35.00711823,22.42886543,28.69141388,30.08619118,31.21994209,35.00711823
Nigeria,78.23602295,72.77431488,65.70272827,69.68148041,69.76184845,78.23602295,72.77431488,65.70272827,69.68148041,69.76184845
Nicaragua,167.3703613,177.1500092,168.4451294,161.9863434,161.1998138,167.3703613,177.1500092,168.4451294,161.9863434,161.1998138
Netherlands,4753.674316,4934.575195,5330.660645,5340.612793,5846.154785,4753.674316,4934.575195,5330.660645,5340.612793,5846.154785
Norway,7496.768555,7815.786621,8271.858398,8007.355469,7704.436035,7496.768555,7815.786621,8271.858398,8007.355469,7704.436035
Nepal,47.28274155,49.32766724,50.39901352,52.83312607,58.31042099,47.28274155,49.32766724,50.39901352,52.83312607,58.31042099
Nauru,957.2859497,1092.876343,1175.686768,1158.770874,1143.741577,957.2859497,1092.876343,1175.686768,1158.770874,1143.741577
New Zealand,3739.401367,3903.68042,3957.861328,4081.59082,4201.629395,3739.401367,3903.68042,3957.861328,4081.59082,4201.629395
OECD members,4455.822843,4602.757865,4821.225991,4900.268629,5292.621638,4455.822843,4602.757865,4821.225991,4900.268629,5292.621638
Oman,713.2640381,703.9020996,639.3248901,728.2548218,844.6165772,713.2640381,703.9020996,639.3248901,728.2548218,844.6165772
Other small states,631.3817901,660.4591207,699.1998593,696.273717,699.3469193,631.3817901,660.4591207,699.1998593,696.273717,699.3469193
Pakistan,37.59899724,43.41279855,41.40914105,37.22461343,38.17708569,37.59899724,43.41279855,41.40914105,37.22461343,38.17708569
Panama,1057.406616,1127.688965,1228.073364,1318.037598,1214.548462,1057.406616,1127.688965,1228.073364,1318.037598,1214.548462
Peru,311.4351807,333.1157532,363.4248352,366.5649109,388.5455627,311.4351807,333.1157532,363.4248352,366.5649109,388.5455627
Philippines,120.1541596,121.8795624,126.3115768,142.2366486,164.7370758,120.1541596,121.8795624,126.3115768,142.2366486,164.7370758
Palau,2021.096436,1944.740845,1789.529541,2402.779541,2640.098877,2021.096436,1944.740845,1789.529541,2402.779541,2640.098877
Papua New Guinea,54.36591339,55.63466263,59.28691864,60.31322479,63.92642593,54.36591339,55.63466263,59.28691864,60.31322479,63.92642593
Poland,813.4727783,909.578186,978.7356567,1014.038208,1025.984863,813.4727783,909.578186,978.7356567,1014.038208,1025.984863
Pre-demographic dividend,58.35309405,59.07076626,57.55609769,58.78637971,57.24316009,58.35309405,59.07076626,57.55609769,58.78637971,57.24316009
Puerto Rico,,,,,,,,,,
"Korea, Dem. People's Rep.",,,,,,,,,,
Portugal,1875.242188,1998.064697,2216.306641,2221.730957,2341.640137,1875.242188,1998.064697,2216.306641,2221.730957,2341.640137
Paraguay,384.4470215,405.5336609,421.0862732,415.888794,405.6254273,384.4470215,405.5336609,421.0862732,415.888794,405.6254273
West Bank and Gaza,,,,,,,,,,
Pacific island small states,183.094424,190.5243801,204.3989422,219.3090945,202.234006,183.094424,190.5243801,204.3989422,219.3090945,202.234006
Post-demographic dividend,5288.324565,5468.864057,5743.295772,5849.090371,6347.673169,5288.324565,5468.864057,5743.295772,5849.090371,6347.673169
French Polynesia,,,,,,,,,,
Qatar,2153.257568,2041.027954,2155.831299,2207.654297,2188.382813,2153.257568,2041.027954,2155.831299,2207.654297,2188.382813
Romania,476.2450562,555.1130981,687.1541138,738.5581665,809.5888062,476.2450562,555.1130981,687.1541138,738.5581665,809.5888062
Russia,465.4303284,579.9812622,609.3509522,653.999939,773.8782959,465.4303284,579.9812622,609.3509522,653.999939,773.8782959
Rwanda,50.70415497,48.34190369,51.54394531,51.0831871,57.49529648,50.70415497,48.34190369,51.54394531,51.0831871,57.49529648
South Asia,56.63307064,55.37377011,56.17903908,58.04461633,55.72859422,56.63307064,55.37377011,56.17903908,58.04461633,55.72859422
Saudi Arabia,1240.601929,1261.165283,1291.128662,,,1240.601929,1261.165283,1291.128662,,
Sudan,89.85719299,71.02869376,35.54273605,35.98295401,23.39452934,89.85719299,71.02869376,35.54273605,35.98295401,23.39452934
Senegal,54.93520355,57.67406845,65.77828217,65.75260925,76.77999878,54.93520355,57.67406845,65.77828217,65.75260925,76.77999878
Singapore,2450.901367,2599.300049,2641.506348,2826.01001,3536.996094,2450.901367,2599.300049,2641.506348,2826.01001,3536.996094
Solomon Islands,96.68874359,94.76846313,92.47520447,103.8037033,99.12821198,96.68874359,94.76846313,92.47520447,103.8037033,99.12821198
Sierra Leone,85.17786407,45.5368042,43.07834244,44.81790924,43.20675278,85.17786407,45.5368042,43.07834244,44.81790924,43.20675278
El Salvador,337.2749023,335.7371216,345.1499939,364.1308594,385.7433777,337.2749023,335.7371216,345.1499939,364.1308594,385.7433777
San Marino,3745.962891,3805.050049,4115.067871,3951.051025,3937.656006,3745.962891,3805.050049,4115.067871,3951.051025,3937.656006
Somalia,,,,,,,,,,
Serbia,486.4294434,515.8458862,617.086792,641.0321655,672.3267822,486.4294434,515.8458862,617.086792,641.0321655,672.3267822
Sub-Saharan Africa (excluding high income),77.67244881,79.22966281,78.86841665,77.21631056,73.73569586,77.67244881,79.22966281,78.86841665,77.21631056,73.73569586
South Sudan,,27.0063858,28.19466209,23.71821594,33.23439407,,27.0063858,28.19466209,23.71821594,33.23439407
Sub-Saharan Africa,77.73407127,79.28972793,78.93244544,77.2789558,73.79237073,77.73407127,79.28972793,78.93244544,77.2789558,73.79237073
Small states,592.7658301,623.1174583,655.5217796,658.2462526,655.7606203,592.7658301,623.1174583,655.5217796,658.2462526,655.7606203
Sao Tome and Principe,109.2252121,116.4777527,114.846756,104.9457245,106.9239044,109.2252121,116.4777527,114.846756,104.9457245,106.9239044
Suriname,341.9154663,325.3764954,450.1607971,592.975769,459.5627747,341.9154663,325.3764954,450.1607971,592.975769,459.5627747
Slovak Republic,1175.597046,1189.072266,1299.911377,1342.074829,1393.624268,1175.597046,1189.072266,1299.911377,1342.074829,1393.624268
Slovenia,1835.407349,1925.03479,2169.579102,2219.100586,2417.20874,1835.407349,1925.03479,2169.579102,2219.100586,2417.20874
Sweden,5680.725586,5837.770508,6005.065918,5652.989746,6027.967285,5680.725586,5837.770508,6005.065918,5652.989746,6027.967285
Eswatini,227.801651,267.0704651,291.1722412,259.2445068,219.1039124,227.801651,267.0704651,291.1722412,259.2445068,219.1039124
Sint Maarten (Dutch part),,,,,,,,,,
Seychelles,735.5704346,736.6546021,791.5298462,786.6508789,726.9081421,735.5704346,736.6546021,791.5298462,786.6508789,726.9081421
Syrian Arab Republic,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,
Chad,35.31919098,30.45829201,32.30886459,30.53188515,34.80130768,35.31919098,30.45829201,32.30886459,30.53188515,34.80130768
East Asia & Pacific (IDA & IBRD countries),313.4822373,343.8171664,390.1412265,416.6644069,448.6391041,313.4822373,343.8171664,390.1412265,416.6644069,448.6391041
